app_id,app_name,sentiment,review_original,review_tokenized,timestamp
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,노잼,노잼,2021-01-21 01:30:14
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,ㅈ 가,ㅈ 가,2021-01-21 00:57:10
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,망겜 핵망겜,망겜 핵망겜,2021-01-21 00:54:05
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,존같네,존 같네,2021-01-20 22:17:46
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,ㅈ망겜,ㅈ 망겜,2021-01-20 21:13:27
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,게임 시작이 안됨,게임 시작 이 안됨,2021-01-20 20:44:25
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,배틀그라운드가 아니라 핵틀그라운드가 맞는표현일수도 있어요,배틀 그 라운드 가 아니라 핵틀 그 라운드 가 맞는 표현 일 수도 있어요,2021-01-20 19:22:06
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,재미업2ㅅ음,재미 업 2 ㅅ 음,2021-01-20 19:14:20
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,애미 업데이트 속도 텐센트 좆집 아니랄까봐 짱개새끼들 정액 빠져나가는 속도보다 줫 느리고 서버 병신에 허구헌날 애미 씨발 핵쟁이 병신 호로 잡새끼들 넘쳐남 ㅇㅇ,애 미 업데이트 속도 텐센트 좆집 아니 랄 까 봐 짱 개새끼 들 정액 빠져나가는 속도 보다 줫 느리고 서버 병신 에 허구 헌 날 애 미 씨발 핵 쟁이 병신 호로 잡 새끼 들 넘쳐 남 ㅇㅇ,2021-01-20 16:25:42
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,레벨 ㅊ\ㅏ이가 너무 많이 나는듯,레벨 ㅊ \ ㅏ 이 가 너무 많이 나는듯,2021-01-20 15:51:21
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,"이게임 진짜 핵쟁이 들이 판을 치고 다니는 게임입니다. 당신도,,,,","이 게임 진짜 핵 쟁이 들이 판 을 치고 다니는 게임 입니다 . 당신 도 ,,,,",2021-01-20 15:29:50
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,핵쟁이만 잡아주셈,핵 쟁이 만 잡아주셈,2021-01-20 15:25:41
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,안좋다 망겜,안좋다 망겜,2021-01-20 12:19:53
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,힘들게 파밍한것이 3초만에 사라지는 마술~,힘들게 파밍 한 것 이 3초 만에 사라지는 마술 ~,2021-01-20 12:03:38
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,최적화좀,최적화 좀,2021-01-20 10:55:49
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,negative,"개병신 핵, 고인물 겜, 운영버림","개 병신 핵 , 고 인물 겜 , 운영 버림",2021-01-20 04:24:14
